time flux flux_rms
5135.56 65.8961 0.2485
5135.58 65.7002 0.1955
5135.60 65.9310 0.1501
5135.62 65.8664 0.1812
5135.64 65.7979 0.1293
5135.66 65.9223 0.0939
5135.68 65.1765 0.3347
5135.70 65.8021 0.1454
5135.72 65.7359 0.0749
5135.74 65.7328 0.0614
5135.76 65.5014 0.0516
5136.52 64.9813 0.0981
5136.54 65.1216 0.0778
5136.56 65.1145 0.1571
5136.60 65.1219 0.0795
5137.54 63.6981 0.1260
5137.56 63.7386 0.1177
5137.58 63.7846 0.1510
5137.60 64.0322 0.1983
5137.62 64.2704 0.1367
5137.64 63.9253 0.1661
5137.66 64.6560 0.0842
5137.68 64.5199 0.1181
5137.70 64.6011 0.1188
5137.72 64.5442 0.1343
5137.74 64.4872 0.2291
5137.76 64.6889 0.4052
5138.54 61.6749 0.1356
5138.56 61.7182 0.1715
5138.58 61.5869 0.0867
5138.60 61.4529 0.0694
5138.62 61.5700 0.1287
5138.64 61.0207 0.1077
5138.66 60.8990 0.1021
5138.68 60.8322 0.1355
5138.70 61.0097 0.0955
5138.72 60.7418 0.1082
5138.74 60.2086 0.1643
5142.54 65.8179 0.1302
5142.56 65.2398 0.1679
5142.58 64.8932 0.2348
5142.60 64.6145 0.1096
5142.62 65.2988 0.1414
5142.64 65.0469 0.1248
5142.66 64.9925 0.0926
5142.68 65.2447 0.0894
5142.70 65.2253 0.0897
5142.72 65.2994 0.0981
5142.74 65.1193 0.1440
5143.56 68.0432 0.1390
5144.52 65.8109 0.1830
5144.54 66.1934 0.1663
5144.56 66.1106 0.1569
5144.58 65.9863 0.1369
5144.60 66.1043 0.1278
5144.62 66.0842 0.1729
5144.64 66.1915 0.0780
5144.66 66.1760 0.2102
5144.68 66.0191 0.0679
5144.70 66.2016 0.0710
5144.72 66.4149 0.1618
5144.74 66.4479 0.2829
5145.52 65.7414 0.1193
5145.54 65.7973 0.1605
5145.56 65.8943 0.1932
5145.60 65.8968 0.1364
5145.62 66.1759 0.2284
5145.64 66.2537 0.1515
5145.66 66.3696 0.1029
5145.68 66.2208 0.1490
5145.70 66.1729 0.1722
5145.72 66.4943 0.0690
5146.52 65.6561 0.3073
5146.58 65.5775 0.0623
5146.60 65.4895 0.1105
5146.62 65.7509 0.0908
5146.64 65.6514 0.1046
5146.66 64.8686 0.1820
5147.52 64.4011 0.0695
5147.54 64.4157 0.0956
5147.56 64.3473 0.0782
5147.58 64.3984 0.0993
5147.60 64.6423 0.1106
5147.62 64.7715 0.0667
5147.64 64.8594 0.0768
5147.66 64.6455 0.0820
5147.68 64.6178 0.0959
5147.70 64.7638 0.0985
5147.72 64.7542 0.1680
5149.52 65.4063 0.1790
5149.54 65.4456 0.1548
5149.56 65.7237 0.1280
5149.58 65.5378 0.0667
5149.60 65.3243 0.1288
5149.62 65.4477 0.1324
5149.64 65.2851 0.0884
5149.66 65.6482 0.1358
5149.68 65.2723 0.1071
5149.70 65.5088 0.1126
5149.72 65.3018 0.1353
5150.52 64.7922 0.1124
5150.54 65.1346 0.0897
5150.56 64.8592 0.1230
5150.58 64.8973 0.1643
5150.60 64.5998 0.1024
5150.64 64.5206 0.0718
5150.66 64.5170 0.0740
5150.68 64.6260 0.1055
5152.36 65.6976 0.3385
5152.38 66.0961 0.2978
5152.42 66.4931 0.0732
5152.44 66.2849 0.0703
5155.36 66.3960 0.3244
5155.42 66.8213 0.1665
5155.44 66.3509 0.2472
5155.46 66.5335 0.0797
5155.48 66.3659 0.1687
5155.50 66.0135 0.1120
5155.52 66.2392 0.1138
5155.54 66.1357 0.1278
5155.56 66.2952 0.0945
5155.58 66.1182 0.1259
5155.60 66.1859 0.0690
5155.62 65.1537 0.4522
5155.64 66.1898 0.1906
5155.66 66.0200 0.1031
5155.68 65.8416 0.0802
5155.70 65.9301 0.0657
5156.40 66.4521 0.4821
5156.42 66.1251 0.1479
5156.44 66.1912 0.2557
5156.46 66.4358 0.3521
5156.48 65.6838 0.1606
5156.60 65.7097 0.1478
5156.62 65.6933 0.0617
5156.70 65.5097 0.0874
5157.36 65.9116 0.1539
5157.42 66.2282 0.1832
5157.44 66.5183 0.1017
5157.46 66.5411 0.1427
5157.48 66.4968 0.1447
5157.54 66.7143 0.0692
5157.56 66.8496 0.1850
5157.58 67.3634 0.2740
5158.40 67.2557 0.2547
5158.42 66.7011 0.2450
5158.44 66.8549 0.2289
5158.46 66.4184 0.2755
5158.48 66.5981 0.3690
5160.34 65.5479 0.1844
5160.48 65.1449 0.1937
5160.50 65.6126 0.1101
5160.52 65.4160 0.1244
5160.54 65.9077 0.2663
5160.56 65.4941 0.1953
5160.58 65.6933 0.1028
5160.60 65.7349 0.0634
5160.62 65.6883 0.0894
5160.64 65.6217 0.0986
5160.66 65.7754 0.0892
5160.68 65.6387 0.1053
5160.70 66.0437 0.2992
5161.34 66.3360 0.4746
5161.48 66.3270 0.1907
5161.50 66.5193 0.1136
5161.52 66.4768 0.0404
5161.54 66.8314 0.0822
5161.56 66.3661 0.1298
5161.58 66.8915 0.1209
5161.60 66.4678 0.1367
5161.62 66.6254 0.0481
5161.64 66.4002 0.3858
5161.66 66.6366 0.2998
5161.68 66.5313 0.0932
5162.34 66.2009 0.1841
5162.36 65.8372 0.2597
5162.38 65.5353 0.1907
5162.40 66.3178 0.2449
5162.42 65.3706 0.1946
5162.44 65.6715 0.1507
5162.46 65.8674 0.1035
5162.48 65.7940 0.1211
5162.50 65.4977 0.1196
5162.52 65.3875 0.0518
5162.54 65.5028 0.0938
5162.56 65.0691 0.1317
5162.58 64.9603 0.1287
5162.60 64.8082 0.1208
5162.62 64.4464 0.0729
5163.34 64.4330 0.1590
5163.36 64.7833 0.1823
5163.38 64.7386 0.1879
5163.40 64.7582 0.1221
5163.42 64.5087 0.0704
5163.44 64.7078 0.0418
5163.46 64.5216 0.2128
5163.48 63.8905 0.1422
5163.50 64.2505 0.2147
5163.52 64.3920 0.1715
5163.54 64.3248 0.1300
5163.56 64.2321 0.1952
5163.58 64.3272 0.0969
5163.60 64.3084 0.0889
5163.62 63.8816 0.1755
5163.66 64.0399 0.1258
5163.68 63.7613 0.2274
5164.50 64.0811 0.1888
5164.52 63.9862 0.2618
5165.32 65.5021 0.3348
5165.46 64.0920 0.2831
5165.50 64.5585 0.1509
5165.52 64.3453 0.2072
5165.58 64.9776 0.2619
5165.60 64.7958 0.1702
5165.62 64.8252 0.1521
5165.64 64.7793 0.1427
5165.66 65.0273 0.1920
5165.68 65.5050 0.2528
5169.32 64.3529 0.3151
5169.56 66.8266 0.0861
5170.46 64.1084 0.1346
5170.48 64.2946 0.1670
5170.50 63.8088 0.1626
5170.52 63.9791 0.1913
5170.54 64.3497 0.1181
5170.56 64.1494 0.2161
5170.58 64.5806 0.1268
5170.60 63.9845 0.1180
5170.62 64.2966 0.1108
5170.64 64.2253 0.0864
5170.66 64.2383 0.0777
5171.32 64.9900 0.3103
5171.34 65.2505 0.1265
5171.38 64.3632 0.1624
5171.40 64.1109 0.3531
5171.42 64.4027 0.1870
5171.44 64.0854 0.1805
5171.46 63.7339 0.2230
5171.48 64.1094 0.1758
5171.50 63.9299 0.1591
5171.52 63.9333 0.1600
5171.54 63.9430 0.1634
5171.56 63.7694 0.1306
5171.58 63.8431 0.1375
5171.60 63.6700 0.1109
5171.62 63.4716 0.1002
5171.64 63.1681 0.0753
5171.66 63.4395 0.1001
5172.46 64.4457 0.1954
5172.48 64.2946 0.0805
5172.50 64.3300 0.0467
5172.52 64.5901 0.0628
5172.54 64.3467 0.1101
5172.56 64.4560 0.1002
5172.58 64.8253 0.0784
5172.60 64.3564 0.0808
5172.62 64.5078 0.0787
5172.64 64.5590 0.0479
5172.66 64.5458 0.0709
5173.44 65.1309 0.1092
5173.46 65.3696 0.1683
5173.48 65.2698 0.1050
5173.50 65.1141 0.1113
5173.52 65.1587 0.1181
5173.54 65.4025 0.1463
5173.56 65.4181 0.1289
5173.58 65.4662 0.2263
5173.60 65.1439 0.1391
5173.62 65.5853 0.1801
5173.64 65.4913 0.1309
5173.66 65.3651 0.2751
5174.30 66.6089 0.2245
5174.32 66.3069 0.2355
5174.36 66.3900 0.1204
5174.38 66.4357 0.2276
5174.40 66.6572 0.2192
5174.42 66.6070 0.2242
5174.44 66.0911 0.2573
5174.46 66.4935 0.1458
5174.48 66.2906 0.1350
5174.50 66.4307 0.1525
5174.52 66.6464 0.0850
5174.54 66.4630 0.1157
5174.56 66.3710 0.1306
5174.58 66.2781 0.1110
5174.60 66.1947 0.1022
5174.62 66.4089 0.0631
5174.64 66.3506 0.1459
5174.66 66.8939 0.2481
5175.40 67.7039 0.1814
5175.44 65.9100 0.0685
5175.46 65.7149 0.2027
5175.48 65.6417 0.1057
5175.50 65.6225 0.1096
5175.52 66.0497 0.0096
5175.62 64.4764 0.4494
5175.64 66.0100 0.0647
5175.66 66.2320 0.2304
5176.30 66.6873 0.3014
5176.32 65.7855 0.2065
5176.34 66.5976 0.3499
5176.36 66.3184 0.1110
5176.38 66.1364 0.1559
5176.40 66.2635 0.0792
5176.42 66.2605 0.1727
5176.48 66.2141 0.1856
5176.50 66.4588 0.0783
5177.30 66.3985 0.3249
5177.32 66.0469 0.2102
5177.34 66.0618 0.2178
5177.36 66.0750 0.1229
5177.38 66.1687 0.0699
5177.40 66.0891 0.1298
5177.42 66.1775 0.1361
5177.44 66.0389 0.1122
5177.46 66.0243 0.0909
5177.48 65.9747 0.1258
5177.50 66.0331 0.0806
5177.52 66.0933 0.1480
5177.54 65.9136 0.0705
5177.56 65.5317 0.0797
5177.58 65.8739 0.2036
5178.30 66.9151 0.5484
5178.32 67.2112 0.2844
5178.38 66.8037 0.1058
5178.40 67.0446 0.0609
5178.42 66.9152 0.1265
5178.44 66.9084 0.0932
5178.46 66.8379 0.0742
5178.48 67.0095 0.0765
5178.54 67.0563 0.1102
5178.56 66.6704 0.2257
5180.30 67.6830 0.2192
5180.32 67.6418 0.2003
5180.46 66.7040 0.2286
5180.48 67.5290 0.3349
5180.50 67.0674 0.3103
5180.52 67.3776 0.2430
5180.54 65.9700 0.5729
5180.56 67.2024 0.3797
5185.42 65.7814 0.1420
5185.44 65.9046 0.1724
5185.46 66.4907 0.4323
5198.38 65.1800 0.1484
5198.40 65.2041 0.1696
5198.42 65.2358 0.1013
5198.44 65.8306 0.1125
5198.46 65.5312 0.1535
5198.48 65.6322 0.1774
5198.50 65.7614 0.0860
5198.52 65.5855 0.1086
5198.54 65.6867 0.1702
5198.56 65.7495 0.0759
5198.58 65.3748 0.2533
5200.38 66.7301 0.2323
5201.38 66.0268 0.1841
5201.40 66.1349 0.1379
5202.56 66.6619 0.1491
5204.38 66.1831 0.1124
5204.40 66.1969 0.1558
5204.42 66.3297 0.1073
5204.46 66.1986 0.1111
5204.48 66.7368 0.0677
5204.56 66.5993 0.1165
5207.36 66.3808 0.0519
5207.38 66.4754 0.1150
5207.40 66.3939 0.1485
5207.42 66.6043 0.1177
5207.44 66.4386 0.0603
5207.46 66.8922 0.1018
5207.48 66.5268 0.1361
5207.50 66.5486 0.0926
5207.52 66.5868 0.1433
5207.54 66.6908 0.1295
5207.56 66.3103 0.1733
5208.42 66.7520 0.0583
5208.44 66.7780 0.1842
5208.50 66.8522 0.0989
5208.52 66.6303 0.0760
5208.54 66.7897 0.0560
5208.56 66.6501 0.1299
5209.36 66.5393 0.3553
5209.38 66.7383 0.1744
5209.40 66.0165 0.2153
5209.42 66.3607 0.1603
5209.44 66.6782 0.3405
5209.46 66.2141 0.2573
5209.48 66.3264 0.2358
5209.52 67.7594 0.9287
5209.54 66.5999 0.6447
5210.34 66.6225 0.4404
5210.44 68.2657 1.4683
5210.46 65.7568 0.3514
5210.54 66.2395 0.2474
5211.36 66.0039 0.2935
5211.38 66.4098 0.0579
5211.40 66.3820 0.0648
5211.42 66.3552 0.0713
5211.44 66.3919 0.0826
5211.46 66.3920 0.0569
5211.48 66.7922 0.3004
5211.50 66.3720 0.1221
5211.52 66.4172 0.1717
5211.56 66.0783 0.1318
5212.34 66.2891 0.0594
5212.36 66.1083 0.0879
5212.38 66.2665 0.0820
5212.40 66.4598 0.0620
5212.42 66.7780 0.2170
5212.44 66.8268 0.1526
5212.46 66.6383 0.1143
5212.48 66.3935 0.1092
5212.50 66.4048 0.0906
5212.52 66.3476 0.0577
5212.54 66.2366 0.0776
5214.32 66.8249 0.2053
5214.34 66.3019 0.1684
5214.36 66.2398 0.1607
5214.38 66.4675 0.1995
5214.40 66.8958 0.5047
5214.50 65.7335 0.0604
5214.52 65.6961 0.0962
5214.54 66.3510 0.6028
5215.42 66.6610 0.3501
5215.44 66.8867 0.0656
5215.46 66.7433 0.0563
5215.48 66.5037 0.0725
5215.50 66.6234 0.0568
5215.52 66.2834 0.0685
5216.30 67.6097 0.3068
5216.32 66.7097 0.1860
5216.34 66.5110 0.1597
5216.36 66.3535 0.1108
5216.38 66.4723 0.1082
5216.40 66.7180 0.1281
5216.42 66.6216 0.1253
5216.44 66.7103 0.0828
5216.46 66.7135 0.1388
5216.48 66.6927 0.1291
5216.50 66.3842 0.1121
5216.52 66.4321 0.0829
5216.54 66.5769 0.1733
5217.30 67.0713 0.0952
5217.32 67.1580 0.1170
5217.34 67.1088 0.1402
5217.36 67.0008 0.1860
5217.38 67.0265 0.1516
5217.40 66.8272 0.1705
5217.42 67.0017 0.2632
5217.44 67.5401 0.2782
5218.30 66.9219 0.2180
5218.32 66.8070 0.1257
5218.34 66.9145 0.1686
5218.36 66.4661 0.1767
5218.38 66.0132 0.1977
5218.40 66.0010 0.0552
5218.42 66.1109 0.0528
5218.44 66.0011 0.0873
5218.46 66.0759 0.0711
5218.48 66.0482 0.0874
5218.50 65.9013 0.0720
5218.52 65.8477 0.1451
5219.36 66.7523 0.1423
5219.38 67.1612 0.3185
5219.44 66.0754 0.1575
5220.30 66.5772 0.1349
5220.32 66.4460 0.1879
5220.34 66.4035 0.1289
5220.36 66.2436 0.1010
5220.38 66.4282 0.1142
5220.40 66.2336 0.1142
5220.42 66.2278 0.0890
5220.44 66.1223 0.1151
5220.46 65.9048 0.0966
5220.48 66.2212 0.1634
5220.50 66.1779 0.0616
5220.52 66.0867 0.3404
5221.30 66.9128 0.1528
5221.32 66.1138 0.1863
5221.34 65.9653 0.0944
5221.36 65.6452 0.0872
5221.38 65.6674 0.0683
5221.40 65.4550 0.0821
5221.42 65.5008 0.0912
5221.44 65.6963 0.0948
5221.46 65.5325 0.1021
5221.48 65.7392 0.1322
5221.50 65.6496 0.1542
5221.52 65.5656 0.1805
5224.30 63.7258 0.1467
5231.34 66.2213 0.0681
5231.36 66.2562 0.0637
5231.38 66.3387 0.0960
5231.40 66.2553 0.0810
5231.42 66.3372 0.0840
5231.44 66.2853 0.0880
5231.46 65.8896 0.1101
5231.48 66.0814 0.0881
5232.38 66.0787 0.0922
5232.40 66.3401 0.0763
5232.42 66.3912 0.0688
5232.44 66.4097 0.0472
5232.46 66.5203 0.0758
5232.48 66.3554 0.1269
5233.34 66.3727 0.0365
5233.36 66.2887 0.0540
5233.38 66.5351 0.0480
5233.40 66.5648 0.0628
5233.42 66.4350 0.0865
5233.44 66.5243 0.0920
5233.46 66.5376 0.1032
5233.48 66.4467 0.0988
5479.60 65.6061 0.1245
5479.62 65.8510 0.0903
5479.64 65.8837 0.1410
5479.66 65.9464 0.2159
5479.68 66.3793 0.1565
5479.70 66.1928 0.1962
5479.72 66.1821 0.2741
5479.74 66.2413 0.0972
5479.76 66.1803 0.1058
5482.60 66.0462 0.1317
5482.62 66.1002 0.1690
5482.64 66.1295 0.1450
5482.66 66.1935 0.0946
5482.68 66.0243 0.1172
5482.70 66.0640 0.0811
5482.72 66.0479 0.1412
5482.74 66.0376 0.0886
5482.76 66.0328 0.1123
5483.60 66.1625 0.1322
5483.62 66.1187 0.1793
5483.64 66.3903 0.1153
5483.66 66.2512 0.0492
5483.68 66.3433 0.0868
5483.70 66.5614 0.0610
5483.72 66.3519 0.0776
5483.74 66.3782 0.0968
5483.76 66.3908 0.0507
5485.60 66.3973 0.2383
5486.60 66.0848 0.1155
5486.62 66.2944 0.1109
5486.64 66.2950 0.0726
5486.66 66.4075 0.1854
5486.68 66.4654 0.1035
5486.70 66.5126 0.0766
5486.72 66.4702 0.0697
5486.74 66.5208 0.0671
5486.76 66.4899 0.0844
5490.58 65.2886 0.1210
5490.60 65.7952 0.1428
5490.62 65.5886 0.1812
5490.64 65.5266 0.1205
5490.66 65.3159 0.1337
5490.68 65.5651 0.1037
5490.70 65.6025 0.1497
5490.72 65.4996 0.0862
5490.74 65.3697 0.1054
5492.56 65.7187 0.1397
5492.58 65.9501 0.1367
5492.60 65.4326 0.1683
5492.62 65.2670 0.1326
5492.64 65.3698 0.1396
5492.66 65.4145 0.0945
5492.68 65.5310 0.1282
5492.70 65.4350 0.1410
5492.72 65.3901 0.1378
5492.74 65.0757 0.1594
5492.76 65.4547 0.1966
5493.60 65.2443 0.2599
5498.56 66.3839 0.1412
5498.58 66.3727 0.1912
5498.60 66.6643 0.0828
5498.62 66.5973 0.0522
5498.64 66.2236 0.1259
5498.66 66.8251 0.1520
5498.68 66.6208 0.0923
5498.70 66.2009 0.3884
5498.72 66.3343 0.3138
5498.74 66.6918 0.1480
5498.76 66.4314 0.3870
5499.56 66.3776 0.2020
5499.58 66.1649 0.5284
5499.60 66.4593 0.1302
5499.62 66.5981 0.1840
5499.64 66.8915 0.1193
5499.66 66.5866 0.1262
5499.68 66.8874 0.1563
5499.70 66.7363 0.1506
5499.72 66.5280 0.1103
5499.74 66.5456 0.1178
5499.76 66.3609 0.1552
5500.56 66.8732 0.2679
5500.58 66.6044 0.2248
5500.60 66.7678 0.2342
5500.62 67.0193 0.1186
5500.64 66.9337 0.2598
5500.66 66.6443 0.0989
5500.68 66.7912 0.2657
5500.70 67.1141 0.1520
5500.72 66.9698 0.1738
5500.74 67.1112 0.1337
5500.76 66.6654 0.1604
5501.70 66.9150 0.1164
5501.72 66.6488 0.1088
5501.74 65.6788 0.2550
5501.76 66.0364 0.1869
5502.54 65.8402 0.1488
5502.56 65.9827 0.1892
5502.60 65.8765 0.1329
5502.62 66.2330 0.1011
5502.64 66.2055 0.1387
5502.66 66.0766 0.1517
5502.68 65.9260 0.1516
5502.70 66.0829 0.1146
5502.72 65.9490 0.1427
5502.76 66.3378 0.2651
5504.60 65.3149 0.2526
5505.62 64.6246 0.1170
5505.66 65.0541 0.1271
5505.68 65.1074 0.0744
5505.70 65.0120 0.1652
5505.72 64.5679 0.1841
5505.74 65.4621 0.1253
5506.54 66.3410 0.1339
5506.56 66.1945 0.1700
5506.58 66.1794 0.1493
5506.60 66.2441 0.1868
5506.62 65.8198 0.1351
5506.64 65.9246 0.1051
5506.66 66.0738 0.1161
5506.68 66.0593 0.1128
5506.70 66.0413 0.0927
5506.72 66.0130 0.0908
5506.74 65.9765 0.1439
5507.54 64.2587 0.0618
5507.56 64.6102 0.1114
5507.58 64.4873 0.1262
5507.60 64.4312 0.0985
5507.62 64.1789 0.1212
5507.64 64.5461 0.0783
5507.66 64.5414 0.0778
5507.68 64.4146 0.0588
5507.70 64.2114 0.0742
5507.72 64.2448 0.0824
5507.74 64.3156 0.0964
5508.62 64.8104 0.0866
5508.64 64.7315 0.1293
5508.66 64.8787 0.1312
5508.68 64.8195 0.1408
5508.70 64.7155 0.1295
5508.72 64.6471 0.1352
5508.74 64.5543 0.1535
5509.52 64.4499 0.1764
5509.54 64.5449 0.0450
5509.56 64.3895 0.1172
5509.58 64.4934 0.0725
5509.60 64.6742 0.0787
5509.62 64.4681 0.0805
5509.64 64.6772 0.1112
5509.66 64.6164 0.1191
5509.68 64.7623 0.1149
5509.70 64.4193 0.0937
5509.72 64.3699 0.1425
5509.74 64.5843 0.2007
5510.54 64.4889 0.2096
5510.56 64.7843 0.2079
5510.58 64.5406 0.0823
5510.60 64.6263 0.1683
5510.62 64.7608 0.1021
5510.64 64.4199 0.1925
5510.66 64.5945 0.1099
5510.68 64.7509 0.1165
5510.70 64.4077 0.1276
5510.72 64.5901 0.1043
5510.74 64.8149 0.1819
5511.54 64.7742 0.1533
5511.56 64.5228 0.0913
5511.58 64.8533 0.1508
5511.60 64.6421 0.1169
5511.62 64.8164 0.1070
5511.64 65.0007 0.1579
5512.56 65.0043 0.2167
5512.58 65.1070 0.1060
5512.68 64.8972 0.1567
5512.72 65.1025 0.0590
5512.74 64.9783 0.0953
5513.52 64.9291 0.1383
5513.54 64.6605 0.1586
5513.56 64.9279 0.0467
5513.58 64.9559 0.1804
5513.60 64.6972 0.1334
5513.62 65.0086 0.1171
5513.64 65.0818 0.1405
5513.66 65.1948 0.0675
5513.68 65.0832 0.0929
5513.70 65.2464 0.0391
5513.72 65.2401 0.1037
5514.58 64.9315 0.1221
5514.60 64.8591 0.1213
5514.62 64.7995 0.1274
5514.64 64.8729 0.0877
5514.66 64.6868 0.0715
5514.68 64.0610 0.3109
5514.70 64.5898 0.1359
5514.72 64.5871 0.1406
5516.52 64.7304 0.0918
5516.54 65.0100 0.1794
5516.56 65.2419 0.1316
5516.58 65.3342 0.1418
5516.60 65.0352 0.0430
5516.62 65.1525 0.0551
5516.64 65.0363 0.0788
5516.66 64.9676 0.1088
5516.68 65.1744 0.0881
5516.70 65.1172 0.1159
5516.72 65.0911 0.1728
5517.50 65.0828 0.1334
5517.56 65.0713 0.3519
5517.58 65.1131 0.0915
5517.60 65.4070 0.2200
5517.62 65.0582 0.0767
5517.64 65.1664 0.1308
5517.66 64.9921 0.1088
5517.68 65.4438 0.1636
5517.70 64.9414 0.2047
5517.72 64.3627 0.2436
5518.50 65.1899 0.1013
5518.52 65.2870 0.1345
5518.54 65.4562 0.0558
5518.56 65.2674 0.1522
5518.58 65.4541 0.0890
5518.60 65.3488 0.1342
5518.62 65.5119 0.1147
5518.64 65.6243 0.0505
5518.66 65.4017 0.1139
5518.68 65.3779 0.0925
5518.70 65.5269 0.0753
5520.58 61.1820 0.2457
5520.60 61.3374 0.1373
5520.62 61.0527 0.1477
5520.64 61.3999 0.1790
5520.66 61.4887 0.2330
5520.68 61.4337 0.2298
5520.70 62.4696 0.2302
5531.46 64.8148 0.1055
5531.48 64.6588 0.0796
5531.50 64.7484 0.0953
5531.52 64.7984 0.1368
5531.54 64.9740 0.1006
5531.56 64.9999 0.1472
5531.58 65.3296 0.1341
5531.60 65.0384 0.0911
5531.62 65.1038 0.0853
5531.64 65.1601 0.0650
5531.66 64.9411 0.2286
5532.46 64.0356 0.1212
5532.48 64.1725 0.1107
5532.50 64.0215 0.1313
5532.52 63.9760 0.0839
5532.54 63.9638 0.0403
5532.56 64.0616 0.0730
5532.58 64.2140 0.0718
5543.44 53.9482 0.1538
5543.46 54.2967 0.1177
5543.48 54.2596 0.0540
5543.50 54.1122 0.0671
5543.52 54.3920 0.0953
5543.54 54.3911 0.1105
5543.56 54.4165 0.0529
5543.58 54.4609 0.0682
5543.60 54.2255 0.0795
5543.62 54.3701 0.0626
5543.64 54.3413 0.1375
5544.44 60.9552 0.0548
5544.46 60.8994 0.0755
5544.48 61.1161 0.1060
5544.50 60.9576 0.1172
5544.52 61.0465 0.2613
5544.54 60.9246 0.1608
5544.56 61.1986 0.0902
5544.58 61.5885 0.3069
5544.60 61.6469 0.4476
5544.62 61.0730 0.1928
5544.64 59.9445 0.4891
5553.40 65.4981 0.2845
5553.42 65.2991 0.1825
5553.44 64.8128 0.0823
5553.46 64.8384 0.1514
5553.48 65.1157 0.1949
5553.50 64.6494 0.1145
5553.52 64.9217 0.1114
5553.54 64.6638 0.1549
5553.56 64.6718 0.1275
5553.58 64.6646 0.1077
5553.60 64.5416 0.0793
5553.62 64.7376 0.1308
5554.40 64.6359 0.1233
5554.42 64.8860 0.1854
5554.44 64.7103 0.1448
5554.46 64.8205 0.1313
5554.48 64.8945 0.0711
5554.50 65.0141 0.0608
5554.52 64.8987 0.1003
5554.54 65.3057 0.0959
5554.56 64.8872 0.0969
5554.58 65.0505 0.1051
5554.60 64.8875 0.1193
5554.62 64.9154 0.1403
5556.40 64.2850 0.1494
5556.42 64.5000 0.0792
5556.44 64.6127 0.0990
5556.46 64.7365 0.1127
5556.48 64.7423 0.0802
5556.50 64.6662 0.0971
5556.52 64.7971 0.0659
5556.54 64.9602 0.1220
5556.56 65.0263 0.0868
5556.58 64.8553 0.3212
5557.40 64.6022 0.1065
5557.42 64.9165 0.0833
5557.44 64.9861 0.0348
5557.46 65.0297 0.0797
5557.48 65.5104 0.2556
5557.56 65.2415 0.1258
5558.40 64.3330 0.1307
5558.42 64.3724 0.2399
5558.44 64.2853 0.1282
5558.46 64.4143 0.1170
5558.48 64.4117 0.0989
5558.50 64.4600 0.0787
5558.52 64.7017 0.0967
5558.54 64.7535 0.0747
5558.56 64.7647 0.0720
5558.58 64.2252 0.3883
5558.60 64.8184 0.1298
5561.40 65.6325 0.0591
5561.42 65.5050 0.0646
5561.46 65.9240 0.1687
5562.38 65.2616 0.1102
5562.40 64.9905 0.0547
5562.42 65.3280 0.0648
5562.44 65.3116 0.1003
5562.46 65.3659 0.0876
5562.48 65.3393 0.1071
5562.50 65.3588 0.0416
5562.52 65.5034 0.0946
5562.54 65.3062 0.0705
5562.56 65.3984 0.1424
5562.58 65.1285 0.0605
5562.60 65.2942 0.1095
5563.38 65.1933 0.1634
5563.40 65.1904 0.1164
5563.42 65.9363 0.3444
5563.44 64.3550 0.5644
5563.46 66.2150 0.3146
5563.56 65.9361 0.2736
5563.58 65.2427 0.1489
5564.42 65.4940 0.1978
5564.44 65.2896 0.0664
5564.50 65.5152 0.1288
5564.52 65.5482 0.0902
5564.54 65.8773 0.0850
5564.56 65.5928 0.1101
5564.58 65.7511 0.1666
5565.46 66.0043 0.5092
5565.50 65.8961 0.1147
5565.52 66.6488 0.5365
5565.54 65.7229 0.0685
5565.56 65.2396 0.0972
5566.38 64.4737 0.2442
5566.40 65.0784 0.1221
5566.42 65.3315 0.1120
5566.44 65.3216 0.1255
5566.46 65.4782 0.0798
5566.48 65.0044 0.1011
5566.50 65.3606 0.1176
5566.52 65.1602 0.0769
5566.54 65.2386 0.1346
5566.56 65.1975 0.1543
5566.58 64.7625 0.3032
5567.36 64.3084 0.0321
5567.38 64.3761 0.0594
5567.42 64.4255 0.1209
5567.58 64.6097 0.2580
5568.36 64.7168 0.1782
5568.38 64.7092 0.0895
5568.40 64.6784 0.0937
5568.42 65.0122 0.0897
5568.44 65.1737 0.1058
5568.46 65.0032 0.1154
5568.48 65.1528 0.0512
5568.50 65.3708 0.0690
5568.52 65.3865 0.0883
5568.54 65.3173 0.0537
5568.56 65.2843 0.0529
5569.56 65.4042 0.3302
5570.36 64.7449 0.0799
5570.38 64.9760 0.1532
5570.40 64.9902 0.1264
5570.42 65.2216 0.1546
5571.36 64.8352 0.1052
5571.38 64.5930 0.1567
5571.40 64.4069 0.0639
5571.42 64.4447 0.1901
5571.44 64.4450 0.1282
5571.46 64.2200 0.0737
5571.48 64.3570 0.0980
5571.50 64.2844 0.0919
5571.52 64.2288 0.0374
5572.36 64.2810 0.1406
5572.38 64.3424 0.1255
5572.40 64.4498 0.1314
5572.42 64.4483 0.1287
5572.44 64.2378 0.1571
5572.46 64.4499 0.1592
5572.48 64.1876 0.1526
5572.50 64.2014 0.0891
5572.52 64.0983 0.0520
5572.54 64.1228 0.0752
5572.56 63.9252 0.0863
5573.34 63.2697 0.1641
5573.36 63.1998 0.0950
5573.38 63.4468 0.1381
5573.40 63.5465 0.1188
5573.42 63.5339 0.0507
5573.44 63.7100 0.0959
5573.46 64.1026 0.1341
5573.48 64.0816 0.1249
5573.50 63.9141 0.0727
5573.52 64.0882 0.0936
5573.54 64.0000 0.1338
