time flux flux_rms
5573.56 64.0459 0.1999
5574.34 64.6107 0.2474
5574.36 64.4355 0.1447
5574.38 64.7044 0.1157
5574.40 64.4804 0.1138
5574.42 64.6478 0.0926
5574.44 64.5954 0.1016
5574.46 64.5721 0.0577
5574.48 64.8407 0.1255
5574.50 64.8886 0.1235
5574.52 64.8520 0.1327
5574.54 65.0017 0.1503
5574.56 64.3466 0.2685
5575.34 64.6511 0.1817
5575.36 64.6103 0.2204
5575.38 64.8761 0.1044
5575.40 64.5858 0.5654
5575.42 65.0944 0.0549
5575.44 64.9997 0.2249
5575.46 65.4202 0.1620
5575.48 65.1415 0.0924
5575.50 65.0052 0.1467
5575.52 64.8419 0.1441
5575.54 64.7545 0.0983
5575.56 65.1488 0.0571
5576.34 65.1919 0.1141
5576.36 65.4344 0.1054
5576.38 65.4312 0.1132
5576.42 65.3475 0.1228
5576.44 65.4411 0.1249
5576.46 65.5684 0.1359
5576.48 65.7626 0.1483
5576.50 65.2926 0.0998
5576.52 65.1811 0.0849
5576.54 65.3462 0.1593
5580.32 63.6408 0.1071
5580.34 64.1534 0.2334
5580.36 63.9383 0.2058
5580.38 64.2667 0.1630
5580.40 64.2509 0.0637
5580.42 63.9219 0.1381
5580.44 64.2139 0.1270
5580.46 64.2721 0.1053
5580.48 64.5434 0.1000
5580.50 64.4950 0.1909
5580.52 64.3635 0.1215
5580.54 64.2838 0.2255
5581.32 63.4435 0.2942
5581.34 63.5548 0.1425
5581.36 63.8705 0.1740
5581.38 64.0139 0.1482
5581.40 64.1149 0.1005
5581.42 63.9027 0.2489
5581.44 63.9875 0.1435
5581.46 64.6731 0.0630
5581.50 64.0662 0.1157
5581.52 64.0780 0.0953
5581.54 64.1559 0.1629
5596.34 62.4816 0.1149
5596.36 62.6652 0.1644
5596.38 62.5405 0.0971
5596.40 62.7145 0.1340
5596.42 62.7136 0.0998
5596.44 62.7286 0.0969
5596.46 62.5077 0.1834
5597.34 64.4845 0.2985
5597.44 65.3834 0.4383
5597.46 63.8235 0.7258
5598.34 63.7879 0.0616
5598.36 63.6391 0.0843
5598.42 63.5969 0.1027
5598.44 63.8119 0.0868
5598.46 63.7360 0.1439
5598.48 64.0885 0.0971
6172.56 67.8125 0.3756
6172.58 68.4207 0.1751
6172.60 68.3788 0.2899
6172.62 69.4345 0.2074
6172.64 69.7883 0.2969
6172.66 70.6996 0.3273
6173.58 69.9915 0.0581
6173.60 68.6075 0.2573
6173.64 67.5117 0.3130
6175.56 65.0764 0.3398
6175.58 66.9687 0.3224
6175.60 66.1128 0.4700
6175.62 66.6052 0.1881
6175.64 67.7469 0.2136
6175.66 68.5390 0.3789
6178.54 67.5835 0.3601
6178.56 67.2148 0.3389
6178.58 68.0626 0.3060
6178.60 67.1471 0.2745
6178.62 67.1353 0.3381
6178.64 67.7830 0.2589
6178.66 66.6030 0.2064
6179.54 69.5335 0.3162
6179.56 67.9905 0.4813
6179.58 68.0395 0.3300
6179.60 69.0939 0.3961
6179.62 67.8848 0.2755
6179.64 68.0094 0.2362
6179.66 67.6262 0.4684
6181.50 65.6745 0.4700
6181.52 67.5733 0.3577
6181.54 66.6343 0.2660
6181.56 66.4300 0.1137
6181.58 67.6063 0.2268
6181.60 67.4760 0.2677
6181.62 67.5880 0.1901
6181.64 67.4114 0.1955
6181.66 68.1762 0.4900
6182.50 65.8319 0.4428
6182.52 66.2672 0.4181
6182.54 66.0678 0.1815
6182.56 66.2856 0.1760
6182.58 66.1216 0.2077
6182.60 66.5758 0.2201
6182.62 65.5442 0.2291
6182.64 66.3801 0.1798
6182.66 66.0057 0.3241
6186.50 64.7240 0.3286
6186.52 65.8242 0.2748
6186.54 65.1877 0.2436
6186.56 65.9015 0.2526
6186.58 66.3650 0.2931
6186.60 66.2079 0.2945
6186.62 66.1347 0.2813
6186.64 66.9158 0.2044
6186.66 66.6723 1.1110
6187.48 62.1735 0.3170
6187.50 63.6978 0.4820
6187.52 64.2176 0.1774
6187.54 66.0891 0.2347
6187.56 66.6318 0.2705
6187.58 67.3110 0.2276
6187.60 66.9330 0.1784
6188.48 66.9366 0.2847
6188.50 66.8762 0.1477
6188.52 67.4531 0.2823
6188.54 67.1910 0.1800
6188.56 68.3324 0.2834
6188.58 69.1357 0.2104
6188.60 69.5600 0.2389
6188.62 69.2406 0.2125
6188.64 70.5201 0.1342
6190.48 67.7115 0.3476
6190.50 67.1694 0.2363
6190.52 67.2255 0.2072
6190.54 66.8239 0.2467
6190.56 67.5985 0.1316
6190.58 66.9993 0.1821
6190.60 66.9792 0.1603
6190.62 66.7298 0.1783
6190.64 67.4306 0.1874
6193.48 68.0721 0.4236
6195.50 64.1760 0.3412
6195.52 66.0486 0.3226
6195.54 65.2133 0.1833
6195.56 65.1937 0.4278
6195.58 65.6054 0.1944
6195.60 65.7977 0.1796
6195.62 66.0458 0.1692
6195.64 66.2082 0.2205
6196.46 66.0677 0.8794
6196.52 67.5071 0.6681
6196.54 66.5072 0.2928
6196.56 66.2287 0.2257
6200.60 67.2348 0.1352
6200.62 66.4171 0.2671
6201.56 66.2994 0.2073
6201.58 65.4064 0.2426
6201.64 64.1582 0.3101
6202.54 68.9264 0.4757
6202.56 69.1260 0.3104
6205.48 71.4494 0.3818
6211.46 68.5307 0.3800
6211.48 68.3535 0.2486
6211.50 68.4722 0.2574
6211.52 68.4817 0.2263
6211.54 68.4215 0.2307
6211.56 69.1429 0.1202
6211.58 69.4759 0.1901
6211.60 69.0871 0.1645
6212.46 67.4832 0.2438
6212.48 68.3379 0.3110
6212.50 67.7531 0.1334
6212.52 67.6497 0.1618
6212.54 67.7182 0.2358
6212.56 67.6842 0.2008
6212.58 68.0709 0.1795
6212.60 68.3286 0.1831
6212.62 67.9550 0.1860
6213.44 67.7041 0.2734
6213.46 67.5501 0.2690
6213.48 67.3248 0.2145
6213.50 67.3557 0.2826
6213.52 66.7913 0.1466
6213.54 66.9045 0.2057
6213.56 66.9796 0.1817
6213.58 66.6671 0.1614
6213.60 66.7932 0.1760
6213.62 66.4248 0.2051
6214.42 67.2585 0.2929
6214.44 67.8516 0.2172
6214.46 67.2705 0.2028
6214.48 67.6452 0.2447
6214.50 67.1129 0.3140
6214.52 67.3563 0.2123
6214.54 67.1242 0.1961
6214.56 66.8804 0.2442
6214.58 67.0221 0.1526
6214.60 66.8242 0.1739
6214.62 67.0695 0.1939
6224.38 68.0598 0.9279
6224.40 66.0967 0.2581
6224.42 68.0467 0.3483
6225.44 67.6660 0.2411
6225.46 67.5759 0.2609
6225.48 67.2948 0.1871
6225.50 66.3643 0.2503
6225.52 66.8836 0.1482
6225.54 66.6885 0.2712
6225.56 66.8046 0.1621
6225.58 67.0782 0.1786
6225.60 66.4438 0.1651
6225.62 66.5836 0.2169
6226.40 68.4886 0.6402
6226.44 67.5798 0.2887
6228.48 67.2277 0.5756
6228.50 67.0604 0.2956
6228.52 65.4483 0.6026
6228.54 65.2133 0.2454
6228.56 66.4185 0.2445
6228.58 66.7073 0.3032
6228.60 66.3699 0.2236
6228.62 66.7195 0.2504
6229.58 67.0569 0.2681
6229.60 66.7899 0.2672
6229.62 66.1134 0.2029
6235.60 71.9402 0.3413
6239.36 68.7169 0.2425
6239.38 67.7939 0.2058
6239.40 67.3758 0.3208
6239.42 67.9263 0.2478
6239.44 67.6887 0.1842
6239.46 67.8126 0.2499
6239.48 67.3794 0.3112
6239.52 68.3208 0.2139
6240.50 68.7193 0.1559
6240.52 69.1946 0.1428
6241.34 66.0264 0.4860
6241.36 65.5916 0.2689
6241.38 65.7064 0.2184
6241.40 65.4949 0.1862
6241.42 65.9480 0.3042
6241.44 65.8816 0.1897
6241.46 65.4824 0.2284
6241.48 65.5973 0.1784
6241.50 66.7562 0.1423
6241.52 66.6554 0.2138
6241.54 66.7675 0.1582
6241.56 66.5503 0.1402
6241.58 67.4218 0.1035
6241.60 67.8230 0.1129
6242.34 65.8595 0.3887
6242.36 65.7261 0.3233
6242.38 65.2331 0.2214
6242.40 65.9972 0.2407
6242.42 65.8316 0.2062
6242.44 65.8367 0.2159
6242.46 66.3308 0.1212
6242.48 66.1482 0.1232
6242.50 66.6374 0.1747
6242.52 66.9702 0.1691
6242.54 66.7287 0.1611
6242.56 67.2232 0.2026
6242.58 66.7294 0.1480
6242.60 67.0407 0.1765
6243.36 68.8589 0.3213
6243.38 67.8872 0.3736
6243.40 67.9950 0.3856
6243.48 67.0816 0.6232
6243.50 67.7972 0.3335
6243.52 67.5270 0.1845
6243.54 67.5202 0.1528
6243.56 67.3847 0.1564
6243.58 67.4534 0.1376
6245.34 67.0141 0.1854
6245.36 67.1913 0.2463
6245.38 66.7145 0.1727
6245.40 67.1175 0.2700
6245.42 67.6382 0.1518
6245.44 66.7078 0.1740
6245.46 66.8207 0.1672
6245.48 66.9482 0.1733
6245.50 66.9600 0.2650
6246.32 66.2853 0.5817
6246.34 66.3581 0.3733
6246.36 66.4894 0.3201
6246.38 66.7753 0.4141
6246.50 67.3324 0.2158
6246.52 66.6186 0.1459
6246.54 66.5601 0.1873
6246.56 66.9863 0.1533
6246.58 67.2119 0.1166
6246.60 67.2912 0.1847
6247.44 67.5098 0.3888
6247.46 67.7125 0.2402
6247.48 68.0067 0.2239
6248.32 68.8647 0.2729
6248.34 67.5028 0.2323
6248.36 67.3210 0.4037
6248.38 66.4776 0.2508
6248.40 67.2210 0.3400
6248.42 66.9273 0.1517
6248.44 67.2375 0.2026
6248.46 67.4507 0.2196
6248.48 67.3564 0.2017
6248.50 67.8305 0.1801
6248.52 67.2248 0.1556
6248.54 67.8433 0.1636
6248.56 68.0031 0.1375
6248.58 68.3503 0.1353
6248.60 68.5562 0.1655
6249.36 67.6484 0.1827
6249.38 66.8954 0.1915
6249.40 67.1859 0.2755
6249.42 67.3628 0.2164
6249.44 67.7130 0.1586
6249.46 67.8849 0.1441
6249.48 67.7587 0.2017
6249.50 68.0492 0.1604
6249.52 68.3361 0.1734
6249.56 68.5266 0.2325
6249.58 69.0642 0.1388
6249.60 68.4702 0.1571
6250.44 66.6895 0.2868
6250.46 66.9026 0.1966
6250.48 66.7886 0.1935
6250.50 67.5766 0.1293
6250.52 67.7652 0.1620
6250.54 67.6265 0.1477
6250.56 67.3660 0.1479
6250.58 67.2193 0.1605
6251.34 67.2382 0.2903
6251.36 66.8596 0.2874
6251.38 67.0558 0.2147
6251.40 66.3884 0.2084
6251.42 67.2403 0.2214
6251.44 66.9884 0.2111
6251.46 67.3813 0.1851
6251.48 66.5461 0.2340
6251.50 66.4757 0.1763
6251.52 67.0870 0.1928
6251.54 67.0524 0.1727
6251.56 67.4300 0.0972
6251.58 67.3511 0.1057
6251.60 67.6491 0.1756
6252.36 69.1645 0.4107
6253.34 67.7860 0.4345
6253.36 67.7548 0.2341
6253.38 67.1234 0.3241
6253.40 67.7859 0.2359
6253.42 67.4206 0.3652
6253.44 68.7673 0.1650
6253.46 68.4153 0.1706
6253.48 68.4545 0.1809
6253.50 68.5637 0.1490
6253.52 68.6994 0.1035
6253.54 68.7809 0.1826
6253.56 69.2407 0.2518
6253.58 69.0078 0.1541
6254.30 68.3326 0.1722
6254.32 66.0140 0.4004
6254.36 67.0716 0.4650
6254.38 66.7543 0.3975
6254.40 66.5823 0.5488
6254.42 67.5212 0.2210
6254.44 67.7265 0.3293
6254.46 67.7386 0.3334
6254.48 67.8784 0.5568
6254.56 68.6865 0.1505
6254.58 68.7228 0.1149
6254.60 68.5231 0.1642
6255.36 67.7573 0.4003
6255.38 67.0434 0.3141
6255.40 68.0856 0.3235
6255.42 67.3049 0.3043
6255.44 67.4359 0.3391
6255.46 67.8284 0.2259
6255.48 67.5117 0.2090
6255.50 67.8717 0.2153
6255.52 68.2595 0.1982
6255.54 67.7200 0.1981
6255.56 68.4415 0.1343
6255.58 68.6032 0.1465
6255.60 69.0034 0.1574
6256.56 68.0254 0.1787
6256.58 68.0951 0.1610
6256.60 68.4587 0.2326
6257.34 68.0956 0.2003
6257.44 67.6945 0.3133
6257.46 68.1085 0.3586
6257.48 68.5429 0.3122
6257.50 68.6551 0.2757
6257.52 69.4408 0.2758
6257.54 69.2852 0.2211
6257.56 68.9049 0.1872
6257.58 69.1560 0.1561
6257.60 69.2522 0.2491
6258.38 67.0553 0.4357
6258.40 67.4387 0.3471
6258.42 66.0159 0.4112
6258.44 66.5472 0.3680
6258.46 67.2870 0.4239
6258.48 67.8577 0.2417
6264.32 68.8986 0.3046
6264.34 68.2842 0.2440
6264.36 68.3934 0.1826
6264.38 68.0489 0.1506
6264.40 66.9451 0.2806
6264.42 67.1657 0.2538
6264.44 67.2296 0.5562
6264.56 67.3577 0.4343
6265.28 65.9770 0.2786
6265.30 66.0668 0.2111
6265.32 65.5963 0.2315
6265.34 66.0039 0.2633
6265.42 66.3499 0.1969
6265.44 67.0319 0.2223
6265.52 67.0316 1.7284
6268.28 67.3831 0.3639
6268.30 66.2337 0.2749
6268.32 65.9209 0.2139
6268.34 65.8990 0.2888
6268.36 66.2715 0.2910
6268.38 65.9362 0.1927
6268.40 66.9575 0.2813
6268.42 65.7849 0.1789
6268.44 65.9728 0.1905
6268.46 65.8312 0.1185
6268.48 66.2825 0.2268
6268.50 66.4764 0.1772
6268.52 67.0291 0.1071
6268.54 66.4781 0.1254
6268.56 66.9815 0.1233
6268.58 66.6623 0.1547
6268.60 67.1791 0.2724
6269.28 66.4091 0.8323
6269.30 65.9845 0.1630
6269.32 65.8669 0.2497
6269.34 66.1006 0.2295
6269.36 65.7654 0.2321
6269.38 65.3757 0.1999
6269.42 66.3779 0.1923
6269.44 66.2243 0.1456
6269.46 66.0475 0.1931
6270.28 66.1526 0.3590
6270.30 64.7987 0.1886
6270.32 66.3214 0.2365
6270.34 65.6908 0.2190
6270.36 65.5551 0.3109
6270.38 65.7014 0.1995
6270.40 66.0696 0.1697
6270.42 66.3170 0.1688
6273.28 67.5061 0.3865
6273.30 66.3906 0.2104
6273.32 66.8801 0.1929
6273.34 66.3525 0.1904
6273.36 66.4098 0.1388
6273.38 66.7822 0.1727
6273.40 67.2244 0.2016
6273.42 67.0094 0.2166
6273.44 67.5514 0.2304
6281.30 67.9340 0.2684
6281.32 67.3031 0.2345
6281.34 67.8637 0.1692
6281.36 67.9771 0.2428
6281.38 67.7413 0.2215
6281.40 68.1561 0.1290
6281.42 68.1227 0.1661
6281.44 68.0405 0.1622
6281.46 67.8576 0.1581
6281.48 67.6642 0.1546
6281.50 67.3491 0.3792
6281.52 67.6874 0.1211
6282.30 68.0583 0.1884
6282.32 68.1537 0.2031
6282.34 67.6472 0.2403
6282.36 67.6627 0.2279
6282.38 67.2955 0.2836
6282.40 68.0806 0.1632
6282.42 68.9530 0.4623
6282.44 68.3148 0.2084
6282.52 68.3613 0.1706
6282.54 68.2227 0.1637
6282.56 67.8495 0.1583
6293.30 67.1626 0.1582
6293.32 67.0890 0.1106
6293.34 67.5578 0.3953
6294.30 67.9786 0.1393
6294.32 67.8493 0.1352
6294.34 68.3280 0.1197
6294.36 68.3211 0.1585
6294.38 68.5448 0.2871
6295.30 67.7687 0.1301
6295.32 67.7854 0.1242
6295.34 67.5954 0.1292
6295.36 67.7657 0.1455
6295.38 67.7180 0.1799
6295.40 68.2573 0.1838
6295.42 68.6441 0.1703
6295.44 68.1835 0.1281
6295.46 68.1437 0.1481
6295.48 68.1160 0.2046
6295.50 68.8953 0.1376
6295.52 68.8011 0.1736
6295.54 68.5649 0.5731
6296.30 69.2739 0.2280
6296.32 69.5614 0.1790
6296.34 69.9732 0.1625
6296.36 69.2134 0.1953
6296.38 69.4924 0.1722
6296.40 69.9414 0.1588
6296.42 70.2861 0.1309
6296.44 69.4849 0.1091
6296.46 69.8000 0.3156
6296.48 69.7784 0.2046
6297.30 68.6437 0.1564
6297.32 68.3161 0.1168
6297.34 68.5285 0.1257
6297.36 68.2888 0.1215
6297.38 68.4899 0.1217
6297.40 68.2104 0.1170
6297.42 68.4303 0.1443
6297.44 69.0821 0.1246
6297.46 69.0033 0.1326
6297.48 69.0785 0.1409
6297.50 69.3766 0.1674
6297.52 68.8397 0.1449
6298.30 68.0448 0.1755
6298.32 68.2740 0.0997
6298.34 68.1168 0.1114
6298.36 68.1506 0.0973
6298.38 67.9090 0.0940
6298.40 67.6269 0.1135
6298.42 67.8464 0.1265
6298.44 67.3655 0.1377
6298.46 67.9858 0.1691
6298.48 68.1774 0.2073
6298.50 67.2596 0.1667
6298.52 67.8351 0.2503
6299.30 67.7304 0.1507
6299.32 67.9768 0.1284
6299.34 68.3231 0.1032
6299.36 68.1270 0.1053
6299.38 68.2877 0.1072
6299.40 68.2828 0.1038
6299.42 67.9896 0.1200
6299.44 68.2773 0.1423
6299.46 68.5888 0.2328
6299.48 68.2030 0.1546
6299.50 68.3468 0.2666
6299.52 67.6959 0.2355
6300.38 67.1868 0.1044
6300.40 66.8730 0.1653
6300.42 66.8275 0.1420
6300.44 67.4866 0.1421
6300.46 66.8360 0.1489
6300.48 66.6593 0.1813
6300.50 66.5539 0.2290
6300.52 67.1510 0.1845
6301.30 68.5896 0.1397
6301.32 68.2609 0.1349
6301.34 68.2209 0.1164
6301.36 68.2361 0.1148
6301.38 68.5313 0.1256
6301.40 68.4813 0.1024
6301.42 68.8475 0.1024
6301.44 68.9148 0.1015
6301.46 68.9538 0.2194
6301.48 69.0132 0.2424
6301.50 68.4583 0.1469
6301.52 68.4100 0.3783
6302.30 70.3787 0.1954
6303.30 66.9141 0.1452
6303.32 67.0150 0.1398
6303.34 67.3236 0.1240
6303.36 67.6699 0.1087
6303.38 68.0661 0.1190
6303.40 68.3271 0.1367
6304.30 68.4109 0.1889
6304.32 68.8970 0.1170
6304.34 68.5855 0.1236
6304.36 68.3351 0.1536
6304.38 68.8145 0.1366
6304.40 68.7218 0.1267
6304.42 69.0289 0.1514
6304.44 69.1290 0.1636
6304.46 69.0110 0.1715
6304.48 68.8487 0.1603
6304.50 69.1599 0.3676
6305.30 67.8598 0.1337
6305.32 67.5743 0.1060
6305.34 67.5081 0.1041
6305.36 67.4232 0.1397
6305.38 67.9208 0.1185
6305.40 67.8148 0.0878
6305.42 67.9021 0.1531
6305.44 68.3835 0.1536
6305.46 68.3546 0.2230
6305.48 67.7209 0.2307
6305.50 68.3278 0.1717
6306.30 67.7120 0.2164
6306.34 66.8718 0.1741
6306.36 67.3149 0.1267
6306.38 67.1046 0.1323
6306.40 66.8901 0.1075
6306.42 67.1864 0.1381
6306.44 67.5040 0.2057
6306.46 67.8669 0.2941
6306.48 67.2563 0.2643
6306.50 68.1064 0.1734
6307.28 67.9909 1.0864
6307.30 67.3109 0.1660
6307.32 66.9354 0.1026
6307.34 67.6115 0.1180
6307.36 67.9353 0.0980
6307.38 67.4519 0.1528
6307.40 67.9003 0.1457
6307.42 68.3550 0.1481
6307.44 68.3391 0.1904
6307.46 68.7760 0.2282
6307.48 68.6974 0.2066
6307.50 69.1718 0.2062
6308.28 67.4921 0.7947
6308.30 67.4888 0.1731
6308.32 67.0696 0.1335
6308.34 67.6095 0.1127
6308.36 67.4805 0.0985
6308.38 66.6220 0.1050
6308.40 67.3299 0.1284
6308.42 67.0981 0.1689
6308.44 67.6494 0.2116
6308.46 66.9643 0.1979
6308.48 67.6373 0.1886
6309.30 64.7727 0.1729
6309.32 64.4366 0.4535
6312.28 69.1511 0.2079
6312.32 68.2411 0.2206
6312.34 68.1378 0.1893
6312.36 67.9664 0.3188
6312.48 66.9650 0.2547
6313.36 67.9422 0.2086
6313.38 68.4388 0.5674
6314.30 68.7326 0.2020
6314.32 68.1337 0.1841
6314.34 69.4853 0.1890
6314.36 70.2347 0.2257
6314.38 70.6820 0.1644
6314.40 69.9269 0.2696
6314.42 70.4779 0.4343
6314.44 71.6689 0.2828
6314.46 71.5001 0.3287
6314.48 72.2740 0.3807
6315.28 66.7617 0.3742
6315.30 67.2052 0.1705
6315.32 67.7199 0.3384
6315.40 68.6292 0.3244
6315.42 68.3683 0.3918
6315.44 68.7436 0.2983
6317.44 66.6670 0.2786
6319.40 67.7714 0.4355
6320.28 69.2205 0.4143
6320.30 69.0583 0.2358
6320.32 68.8325 0.3095
6320.36 68.5821 0.2597
6320.38 68.9985 0.2779
6320.40 69.2028 0.3207
6321.28 67.8968 0.2822
6321.30 67.6774 0.2117
6321.32 66.8058 0.4108
6321.36 68.6015 0.2591
6321.38 69.4113 0.1521
6321.40 68.2009 0.3398
6321.46 70.2061 0.4812
6322.28 68.3912 0.2041
6322.30 68.7939 0.2276
6322.32 68.8416 0.2105
6322.34 68.0455 0.2910
6323.28 68.5623 0.1918
6323.30 68.4508 0.1200
6323.32 68.9909 0.1648
6323.34 70.8613 0.1308
6324.28 69.3084 0.2937
6324.34 68.7149 0.1213
6324.36 68.9333 0.1696
6324.38 68.9254 0.1331
6324.40 68.8347 0.2269
6324.42 68.0269 0.1823
6324.44 68.8723 0.1603
6324.46 68.3600 0.3171
6325.28 68.0139 0.1848
6325.30 68.0289 0.0959
6325.32 67.7512 0.1311
6325.34 68.4717 0.1597
6325.36 68.3345 0.1524
6325.38 67.9221 0.2112
6325.40 68.8174 0.1509
6325.42 67.9579 0.1887
6325.44 67.8020 0.1971
6326.28 67.7978 0.2670
6326.30 67.1912 0.1566
6326.32 67.9470 0.1290
6326.34 67.4650 0.1257
6326.36 67.6889 0.1407
6326.38 67.5472 0.1728
6326.40 68.2231 0.2106
6326.42 67.3332 0.2705
6326.44 68.1608 0.2702
6345.26 66.7297 0.3334
6345.28 66.7118 0.2485
6345.30 67.3198 0.1748
6345.32 66.5121 0.2517
6345.34 65.8968 0.3468
6345.36 65.3574 0.3084
6345.38 65.7353 0.3700
6346.28 64.4636 0.2103
6346.30 65.8158 0.2183
6347.26 64.1694 0.4204
6347.28 65.8314 0.2032
6347.30 65.4876 0.2398
